0,-88,-87,-86,-82,-82,-83,-83,-84.0,2.0976176963403033,10m
0,-94,-94,-93,-89,-86,-86,-86,-89.6,3.3823069050575527,10m
-86,-85,-86,-85,-90,-90,-90,-87.2,2.315167380558045,20m
-93,-89,-91,-89,-95,-95,-95,-91.8,2.7129319932501073,20m
