5218,state:7,Time:15:18:59,Lat:0.00000000,Lng:0.00000000,ax:  0.01,ay:-0.0011111111111111111,az:-0.005555555555555556,q:   0.0,rV:     0,lV:     0,Camera:0
20223,state:7,Time:15:19:14,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0022222222222222222,az:-0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
20259,state:7,Time:15:19:14,Lat:0.00000000,Lng:0.00000000,ax:-0.0033333333333333335,ay:-0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20294,state:7,Time:15:19:14,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
20331,state:7,Time:15:19:14,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.006666666666666667,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20367,state:7,Time:15:19:14,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
20403,state:7,Time:15:19:14,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20443,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20481,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:0.0044444444444444444,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
20518,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:-0.0033333333333333335,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20554,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20592,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:-0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20630,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20666,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0022222222222222222,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
20704,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20747,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20783,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0033333333333333335,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20822,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:   0.0,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20858,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
20894,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20932,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:0.0022222222222222222,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
20971,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21006,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21043,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21081,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0044444444444444444,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21118,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21153,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0033333333333333335,ay:0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21191,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21227,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21263,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
21301,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.005555555555555556,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21338,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:0.0044444444444444444,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21373,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21410,state:7,Time:15:19:15,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:-0.0033333333333333335,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
21447,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:   0.0,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21483,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0033333333333333335,ay:0.0044444444444444444,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
21524,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21561,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21600,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21639,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21676,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21713,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
21752,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21790,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0022222222222222222,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
21827,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21863,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0011111111111111111,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
21901,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
21939,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
21976,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22015,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:-0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
22051,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0033333333333333335,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22088,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
22123,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22159,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0011111111111111111,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
22194,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0033333333333333335,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22231,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:0.0033333333333333335,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
22270,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:0.0044444444444444444,ay:0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22306,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22343,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:   0.0,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
22381,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
22420,state:7,Time:15:19:16,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0022222222222222222,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22455,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22492,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22531,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22568,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:   0.0,az:0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
22603,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22644,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:   0.0,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
22682,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:   0.0,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22721,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:0.0022222222222222222,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
22756,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22793,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:0.0022222222222222222,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22831,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0044444444444444444,ay:   0.0,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
22870,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.006666666666666667,ay:-0.0022222222222222222,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
22905,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:-0.0022222222222222222,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
22942,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
22980,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23018,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:0.0011111111111111111,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23052,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:0.0044444444444444444,az:-0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
23090,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23126,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.005555555555555556,ay:-0.0077777777777777776,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23161,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.005555555555555556,ay:-0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23200,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.006666666666666667,ay:-0.0011111111111111111,az:0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
23238,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:   0.0,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23275,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
23314,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:0.0022222222222222222,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
23351,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:0.0011111111111111111,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23389,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:-0.0077777777777777776,ay:-0.0033333333333333335,az:0.0044444444444444444,q:0.0625,rV:    55,lV:    85,Camera:0
23425,state:7,Time:15:19:17,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:   0.0,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
23462,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:0.0033333333333333335,az:0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
23501,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:-0.0011111111111111111,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
23541,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:   0.0,az:0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
23581,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.017777777777777778,ay:0.011111111111111112,az:   0.0,q:0.0625,rV:    55,lV:    85,Camera:0
23619,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.03111111111111111,ay:-0.016666666666666666,az:0.012222222222222223,q:0.0625,rV:    55,lV:    85,Camera:0
23655,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.057777777777777775,ay:0.013333333333333334,az:-0.022222222222222223,q:0.0625,rV:    55,lV:    85,Camera:0
23692,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.02666666666666667,ay:-0.016666666666666666,az:0.014444444444444444,q:0.0625,rV:    55,lV:    85,Camera:0
23731,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:0.005555555555555556,az:0.0033333333333333335,q:   0.0,rV:    55,lV:    85,Camera:0
23770,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.0077777777777777776,ay:0.006666666666666667,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
23806,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.011111111111111112,ay:-0.006666666666666667,az:0.015555555555555555,q:0.0625,rV:    55,lV:    85,Camera:0
23843,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.02666666666666667,ay:0.015555555555555555,az:-0.01888888888888889,q:0.0625,rV:    55,lV:    85,Camera:0
23882,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.035555555555555556,ay:-0.0077777777777777776,az:0.02666666666666667,q:0.0625,rV:    55,lV:    85,Camera:0
23917,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.03111111111111111,ay:0.011111111111111112,az: -0.02,q:0.0625,rV:    55,lV:    85,Camera:0
23952,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:-0.0011111111111111111,az:0.008888888888888889,q:0.0625,rV:    55,lV:    85,Camera:0
23989,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:-0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
24026,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:   0.0,az:-0.0011111111111111111,q:0.0625,rV:    55,lV:    85,Camera:0
24061,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0033333333333333335,az:0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
24099,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.012222222222222223,ay:0.005555555555555556,az:-0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
24135,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.012222222222222223,ay:-0.0033333333333333335,az:0.0033333333333333335,q:0.0625,rV:    55,lV:    85,Camera:0
24172,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0033333333333333335,az:0.0022222222222222222,q:0.0625,rV:    55,lV:    85,Camera:0
24208,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.021111111111111112,ay:0.0022222222222222222,az:-0.0044444444444444444,q:0.0625,rV:    55,lV:    85,Camera:0
24243,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.02666666666666667,ay:-0.006666666666666667,az:0.006666666666666667,q:   0.0,rV:    55,lV:    85,Camera:0
24281,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:0.006666666666666667,az:-0.0022222222222222222,q:   0.0,rV:    55,lV:    85,Camera:0
24320,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:0.0044444444444444444,ay:-0.006666666666666667,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
24354,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:-0.005555555555555556,ay:-0.0022222222222222222,az:0.005555555555555556,q:   0.0,rV:    55,lV:    85,Camera:0
24390,state:7,Time:15:19:18,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
24428,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0077777777777777776,ay:0.0011111111111111111,az:-0.0033333333333333335,q:   0.0,rV:    55,lV:    85,Camera:0
24464,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.006666666666666667,ay:-0.0022222222222222222,az:0.005555555555555556,q:   0.0,rV:    55,lV:    85,Camera:0
24501,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:   0.0,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24540,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:0.0033333333333333335,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
24582,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0022222222222222222,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24621,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:-0.0033333333333333335,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24656,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:   0.0,az:-0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24692,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:0.0022222222222222222,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24730,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:-0.0033333333333333335,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24769,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0011111111111111111,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24805,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:-0.0022222222222222222,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
24844,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0011111111111111111,ay:-0.0022222222222222222,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
24882,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0044444444444444444,ay:0.0011111111111111111,az:0.0044444444444444444,q:   0.0,rV:    55,lV:    85,Camera:0
24919,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0022222222222222222,ay:0.0033333333333333335,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
24954,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.005555555555555556,az:0.0022222222222222222,q:   0.0,rV:    55,lV:    85,Camera:0
24990,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
25027,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0011111111111111111,az:0.0022222222222222222,q:   0.0,rV:    55,lV:    85,Camera:0
25062,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0022222222222222222,az:0.0022222222222222222,q:   0.0,rV:    55,lV:    85,Camera:0
25100,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:0.0022222222222222222,az:-0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
25138,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:0.0033333333333333335,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
25174,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:   0.0,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
25211,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:0.005555555555555556,az:-0.0022222222222222222,q:   0.0,rV:    55,lV:    85,Camera:0
25250,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:-0.0011111111111111111,ay:-0.0033333333333333335,az:0.0044444444444444444,q:   0.0,rV:    55,lV:    85,Camera:0
25288,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.005555555555555556,az:0.0033333333333333335,q:   0.0,rV:    55,lV:    85,Camera:0
25323,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0044444444444444444,ay:0.0033333333333333335,az:-0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
25360,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0044444444444444444,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
25399,state:7,Time:15:19:19,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:-0.0011111111111111111,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
25436,state:7,Time:15:19:20,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:-0.0033333333333333335,az:0.0033333333333333335,q:   0.0,rV:    55,lV:    85,Camera:0
25472,state:7,Time:15:19:20,Lat:0.00000000,Lng:0.00000000,ax:-0.0022222222222222222,ay:   0.0,az:0.0022222222222222222,q:   0.0,rV:    55,lV:    85,Camera:0
25510,state:7,Time:15:19:20,Lat:0.00000000,Lng:0.00000000,ax:0.0033333333333333335,ay:-0.0022222222222222222,az:   0.0,q:   0.0,rV:    55,lV:    85,Camera:0
25550,state:7,Time:15:19:20,Lat:0.00000000,Lng:0.00000000,ax:   0.0,ay:   0.0,az:0.0011111111111111111,q:   0.0,rV:    55,lV:    85,Camera:0
